asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7
1742706207	The Food of Vietnam Hardcover	Cookbooks, Food & Wine	Regional & International	bird	62.3018980026												
1743085389	Baby's First Easter (Baby's First (Hinkler)) Board book	Children's Books	Holidays & Celebrations	bird	91.8778777122	teddy bear	67.0274734497	cat	56.8910896778								
1743085397	Baby's First Valentine (Baby's First series) Board book	Children's Books	Holidays & Celebrations	teddy bear	99.6835291386	teddy	99.9996900558										
1770410635	Mickey Cohen: The Life and Crimes of L.A.'s Notorious Mobster Paperback	History	Americas	tie	78.0120611191	Band_Aid	65.5648052692										
1770850449	The Ayurveda Bible: The Definitive Guide to Ayurvedic Healing (Subject Bible) Paperback	Health, Fitness & Dieting	Alternative Medicine	bowl	62.1253073215												
1770851003	Flies: The Natural History and Diversity of Diptera 1st ed. Edition	Science & Math	Biological Sciences	motorcycle	68.2317256927												
1770852026	200 Tips for Cake Decorating: Tips,Techniques and Trade Secrets Hardcover	Cookbooks, Food & Wine	Baking	stop sign	63.1558179855												
1771520094	The Dark Side of Lyndon Baines Johnson Paperback	Biographies & Memoirs	Leaders & Notable People	tie	72.7228224277												
1780190107	Thai Food & Cooking: A fiery and exotic cuisine: the traditions, techniques, ingredients and 180 recipes Paperback	Cookbooks, Food & Wine	Regional & International	bowl	59.3067169189												
1780190212	A Complete Directory of Military Vehicles: Features over 180 vehicles with 320 identification photographs Paperback	History	Military	truck	95.3562021255												
178019269X	Easy Recipes for the Bread Machine: Get the Best Out of Your Bread Machine with 50 Ideas for all Kinds of Loaves, Shown in 250 Step-by-Step Photographs Paperback	Cookbooks, Food & Wine	Baking	bakery	54.28												
1780226551	Klf			digital_clock	71.8773066998												
1780285167	The Essential Guide to Oils: All the Oils You Will Ever Need for Health, Vitality, and Well-Being (Essential Guides Series) Paperback	Health, Fitness & Dieting	Alternative Medicine	vase	75.2516746521	bottle	72.7593779564										
1780670168	Patternmaking for Menswear Paperback	Arts & Photography	Graphic Design	kite	69.532006979	umbrella	55.3872346878										
1780670214	100 Years of Menswear (Mini) Paperback	Arts & Photography	Graphic Design	tie	71.0088014603												
1780879121	Mountain Higher			bicycle	89.7031128407												
1780990367	Auspicious Good Fortune: One woman's inspirational journey from Western disillusionment to Eastern spiritual fulfilment Paperback	Biographies & Memoirs	Memoirs	stop sign	83.9368462563	umbrella	52.4438679218										
1781080887	Solaris Rising 2: The New Solaris Book of Science Fiction Mass Market Paperback	Literature & Fiction	Short Stories & Anthologies	stop sign	54.1354179382												
1781320357	Road to Ekaterinburg: Nicholas and Alexandra's Daughters 1913 - 1918 Paperback	Biographies & Memoirs		tie	65.38220644												
1781846308	In His Cuffs (Mastered) (Volume 4) Paperback	Literature & Fiction	Erotica	mask	95.9997534752												
1781846871	In the Den (Mastered) (Volume 6) Paperback	Literature & Fiction	Erotica	mask	94.4741129875												
1782006486	Collision of Empires: The War on the Eastern Front in 1914 (General Military) Hardcover	History	Military	horse	75.8378684521												
1840026812	The Bee (Oberon Modern Plays) Paperback	Literature & Fiction	Dramas & Plays	mask	60.3763878345												
1840468505	Introducing Quantum Theory: A Graphic Guide to Science's Most Puzzling Discovery Paperback	Comics & Graphic Novels	Graphic Novels	cat	50.0172257423												
1840914068	Mid-Century Modern: Interiors, Furniture, Design Details (Conran Octopus Interiors) Hardcover	Crafts, Hobbies & Home	Home Improvement & Design	chair	83.0486655235												
1840915382	Fifty Dresses That Changed the World Hardcover	Arts & Photography	Graphic Design	bow_tie	52.1907925606												
184148119X	We All Went On Safari (English and Swahili Edition) Paperback	Children's Books	Geography & Cultures	zebra	94.4420456886	dog	67.5066709518	bird	64.4994020462								
1841491675	Northern Storm: The Aldabreshin Compass Book 2 Paperback	Science Fiction & Fantasy	Fantasy	clock	93.9843833447												
1841622362	100 Animals to See Before They Die (Bradt Guides) Hardcover	Science & Math	Biological Sciences	teddy	85.6631994247	teddy bear	60.8794629574										
1841721476	Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	65.6825006008												
1841767190	New Vanguard 80: Chieftain Main Battle Tank 1965-2003 Paperback	History	Military	boat	56.5518975258												
1841767921	T-54 and T-55 Main Battle Tanks 1944–2004 (New Vanguard) Paperback	History	Military	motorcycle	69.9414551258												
1841956422	Adios, Hemingway Hardcover	Mystery, Thriller & Suspense	Mystery	car	66.5635049343												
1841957194	The New Book of Lists: The Original Compendium of Curious Information 0th Edition	Humor & Entertainment	Puzzles & Games	stop sign	60.4505479336												
1843106515	All Dogs Have ADHD Hardcover	Children's Books	Growing Up & Facts of Life	dog	99.1656541824												
1843546035	The Bethlehem Murders: An Omar Yussef Novel (Omar Yussef Mysteries) Paperback	Mystery, Thriller & Suspense	Thrillers & Suspense	scissors	66.2301778793												
184400984X	Christmas with Gordon Hardcover	Cookbooks, Food & Wine	Entertaining & Holidays	pizza	62.1122121811												
1844077667	The Business Guide to Sustainability: Practical Strategies and Tools for Organizations Second Edition Edition	Business & Money	Economics	vase	76.0514140129												
1844081184	Childhood Interrupted Paperback	Biographies & Memoirs	Historical	wig	65.0136530399												
1844168417	Blood in the Water (Chronicles of the Lescari Revolution) Mass Market Paperback	Literature & Fiction	Action & Adventure	gown	94.7586715221	scissors	66.9308900833										
184442474X	``Puzzler`` Codewords 2 Paperback	Humor & Entertainment	Puzzles & Games	crossword_puzzle	100												
1844425827	``Puzzler`` Code Crackers Paperback	Humor & Entertainment	Puzzles & Games	crossword_puzzle	100												
1844480143	Perspective Depth & Distance (Watercolour Painting Tips & Techniques) Paperback	Arts & Photography	Painting	street_sign	96.3464260101												
1844484785	Sugar Animals (Twenty to Make) Paperback	Cookbooks, Food & Wine	Baking	bakery	75.4	teddy	65.6726121902										
1844487237	Tulips in Watercolour (Ready to Paint) Paperback	Arts & Photography	History & Criticism	tray	60.94												
1844487342	David Bellamy's Complete Guide to Watercolour Painting (Practical Art Book from Search Press) Paperback	Arts & Photography	Painting	vase	53.0245959759												
1844492818	Bob Dylan: Performing Artist Volume 3: Mind Out Of Time 1986 And Beyond Hardcover	Arts & Photography	Music	bow_tie	98.5662281513	tie	68.2224869728										
184449831X	Bob Dylan: Performing Artist. 1986-1990 & Beyond, Mind Out of Time 2nd Edition	Arts & Photography	Music	bow_tie	99.9957323074	tie	58.9141905308										
1844678563	The Idea of Israel: A History of Power and Knowledge 1st Edition	History	World	Band_Aid	99.3099451065												
184476351X	The Food & Cooking of Cambodia: Over 60 authentic classic recipes from an undiscovered cuisine, shown step-by-step in over 250 stunning photographs; ... using ingredients, equipment and techniques Paperback	Cookbooks, Food & Wine	Regional & International	bowl	67.6357984543												
1844766411	Clay Pot Cooking: Over 50 sensational recipes from slow-cooked casseroles to tagines and stews all shown step by step in 250 photographs Paperback	Cookbooks, Food & Wine	Main Courses & Side Dishes	pizza	82.6787769794												
1844767876	The Very Best of Traditional Irish Cooking: Authentic Irish recipes made simple - over 60 classic dishes, beautifully illustrated step-by-step with more than 250 photographs Paperback	Cookbooks, Food & Wine	Regional & International	bowl	73.0544090271	pizza	68.3372735977										
1844768708	80 Bread Machine Best-Ever Recipes: Discover the potential of your bread machine with step-by-step recipes from around the world, illustrated in 300 photographs Paperback	Cookbooks, Food & Wine	Baking	sandwich	73.3800292015	apple	62.8589570522										
1844779300	The Ultimate Encyclopedia of Wine, Beer, Spirits & Liqueurs: The Definitive Reference Guide To Alcohol-Based Drinks Paperback	Cookbooks, Food & Wine	Beverages & Wine	bottle	78.5274446011	wine glass	65.8232688904	cup	64.6361589432								
1844836231	Buddha at Bedtime: Tales of Love and Wisdom for You to Read with Your Child to Enchant, Enlighten and Inspire Paperback	Children's Books	Religions	cake	60.5004370213												
184483624X	The Essential Oils Handbook: All the Oils You Will Ever Need for Health, Vitality and Well-Being Paperback	Health, Fitness & Dieting	Alternative Medicine	vase	94.3716168404	bottle	59.5086872578										
1844839060	The Top 100 Quick & Easy Sauces: Mouth-Watering Classic and Contemporary Recipes (The Top 100 Recipes Series) Paperback	Cookbooks, Food & Wine	Main Courses & Side Dishes	bowl	82.7580809593	cup	74.1299152374										
1845076419	A Fistful of Pearls and Other Tales from Iraq (Folktales from Around the World) Paperback	Children's Books	Literature & Fiction	scissors	50.8891880512												
1845079361	Cats Sleep Anywhere Hardcover	Children's Books	Growing Up & Facts of Life	cat	89.2840862274												
1845333012	World Atlas of Wine Hardcover	Cookbooks, Food & Wine	Beverages & Wine	clock	52.6912510395												
184533440X	Miller's Antiques Handbook & Price Guide 2010-2011 Hardcover	Crafts, Hobbies & Home	Antiques & Collectibles	zebra	58.2060158253												
1845335244	Roast Figs Sugar Snow: Winter Food to Warm the Soul Paperback	Cookbooks, Food & Wine	Entertaining & Holidays	apple	81.5179765224												
1845335732	Plenty Hardcover	Cookbooks, Food & Wine		vase	59.5556259155	apple	50.4217743874										
1845335775	The World Atlas of Whisky: More Than 350 Expressions Tasted - More Than 150 Distilleries Explored Hardcover	Cookbooks, Food & Wine	Beverages & Wine	tv	93.4705078602												
1845337484	Le Pain Quotidien Cookbook Hardcover	Cookbooks, Food & Wine	Baking	pizza	66.2796139717												
1845338936	Kevin Dundon's Modern Irish Food Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	55.0535202026												
1845500822	Peril and Peace: Chronicles of the Ancient Church (History Lives series) Paperback	Children's Books	Religions	umbrella	50.5521059036												
1845880749	The Atlantic Telegraph Paperback	Engineering & Transportation	Engineering	boat	53.3508181572												
1845902912	101 Things I Wish I'd Known When I Started Using Hypnosis 1st Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	brass	67.6017045975												
1845966112	The Official History of the Olympic Games and the IOC: Athens to London 1894-2012 Hardcover	Sports & Outdoors	Miscellaneous	clock	98.787689209												
1845973739	Pizza: Calzone & Focaccia Hardcover	Cookbooks, Food & Wine	Regional & International	cup	98.7164616585	pizza	95.7844316959										
1845974549	Beautiful Weddings: Hundreds of Stylish Ideas from the World's Most Stunning Real Weddings Hardcover	Crafts, Hobbies & Home	Weddings	tie	61.7506921291												
1845974794	Tagine: Spicy stews from Morocco Hardcover	Cookbooks, Food & Wine	Main Courses & Side Dishes	bowl	65.5497729778												
1845974859	Easy Breakfast & Brunch: Simple Recipes for Morning Treats Hardcover	Cookbooks, Food & Wine	Main Courses & Side Dishes	sandwich	73.7107276917	dining table	70.1773822308	fork	62.1724963188								
1845976282	Fabulous Parties: Food and Flowers for Elegant Entertaining Hardcover	Crafts, Hobbies & Home	Crafts & Hobbies	cup	95.8026111126	wine glass	79.2338132858	fork	52.8340220451								
1845979176	Fiona Becketts Cheese Course: Styles, Wine Pairing, Plates & Boards, Recipes Hardcover	Cookbooks, Food & Wine	Beverages & Wine	wine glass	83.5255146027												
1845979486	Tagines and Couscous: Delicious recipes for Moroccan one-pot cooking Hardcover	Cookbooks, Food & Wine	Regional & International	cup	76.9005119801	bowl	67.8467214108										
1846430119	My First Animal Signs (Baby Signing) Board book	Children's Books	Animals	teddy bear	56.0696780682												
1846430291	Getting Ready (Sign About) Board book	Children's Books	Growing Up & Facts of Life	teddy bear	85.3461563587												
1846430313	Play Time (Sign About) Board book	Self-Help	Death & Grief	Band_Aid	53.3798098564	teddy bear	50.3839313984										
1846432766	My New Baby Board book	Children's Books	Growing Up & Facts of Life	teddy bear	56.9755315781												
184643310X	If You're Happy and You Know It... / Si te sientes bien contento... (Dual Language Baby Board Books- English/Spanish) (Spanish and English Edition) (Spanish) Board book	Children's Books	Education & Reference	teddy bear	78.8662314415												
1846433118	Head, Shoulders, Knees and Toes/Cabeza, Hombros, Piernas, Pies (Dual Language Baby Board Books- English/Spanish) (Spanish and English Edition) (Spanish) Board book	Children's Books	Education & Reference	teddy bear	97.4066734314												
1846433126	Ten Little Fingers/Tengo Diez Deditos (Dual Language Baby Board Books- English/Spanish) (Spanish and English Edition) (Spanish) Board book	Children's Books	Literature & Fiction	teddy bear	56.6071212292												
184668000X	Nella Last's War: The Second World War Diaries of Housewife, 49 Paperback	Biographies & Memoirs	Historical	cow	56.2975406647												
1846680743	Nella Last's Peace: The Post-War Diaries Of Housewife, 49 Paperback	Biographies & Memoirs	Leaders & Notable People	dog	54.4035792351	cup	53.7295937538										
1846683505	Nella Last in the 1950s: The Further Diaries of Housewife, 49 Paperback	History	Europe	cat	78.8409054279	bed	54.0833771229										
1846772664	Blow the Bugle, Draw the Sword: The Wars, Campaigns, Regiments and Soldiers of the British & Indian Armies During the Victorian Era, 1839-1898 Paperback	History	Military	horse	53.3194124699												
1846860903	Abuelita fue al mercado: My Granny Went to Market (Spanish Edition) (Spanish) Paperback	Children's Books	Growing Up & Facts of Life	umbrella	58.0762267113												
1846862604	The Beeman Paperback	Children's Books	Growing Up & Facts of Life	kite	52.1190106869												
1846863872	Bear in a Square/Oso en un Cuadrado (Spanish Edition) (Fun First Steps) (Spanish and English Edition) (Spanish) Paperback	Children's Books	Education & Reference	Band_Aid	79.4898629189	teddy bear	72.0132291317	prayer_rug	60.3296220303								
1846864224	Bear at Home/Oso En Casa (Bilingual English/Spanish) (Multilingual Edition) (English and Spanish Edition) Paperback	Children's Books	Education & Reference	teddy bear	83.2567512989												
1846866561	Here We Go Round The Mulberry Bush (Barefoot Books Singalongs) Paperback	Children's Books	Growing Up & Facts of Life	kite	80.4678976536												
1846866677	Port Side Pirates (Barefoot Books Singalongs) Paperback	Children's Books	Action & Adventure	umbrella	53.7775278091												
1846866790	The Shape Song Swingalong (Book & Enhanced CD) (Barefoot Books Singalongs) Paperback	Children's Books	Arts, Music & Photography	kite	68.0005788803												
1846867169	The Animal Boogie Hardcover	Children's Books	Animals	umbrella	79.0455043316												
1846940915	Striking at the Roots: A Practical Guide to Animal Activism	Politics & Social Sciences	Politics & Government	cow	53.8500726223												
1847061966	Augustine: A Guide for the Perplexed (Guides for the Perplexed) Paperback	Politics & Social Sciences	Philosophy	crossword_puzzle	99.9835371971	street_sign	99.67										
1847065244	The Face of God: The Gifford Lectures Hardcover	Religion & Spirituality	Religious Studies	bird	97.7739036083	horse	81.2188863754	cow	53.5331785679								
1847241492	50 Philosophy Ideas You Really Need to Know (50 ideas) Hardcover	Science & Math	Astronomy & Space Science	potted plant	72.5335478783	broccoli	52.0772397518										
1847325270	How Do You Get an Egg into a Bottle?: And Other Puzzles: 101 Weird, Wonderful and Wacky Puzzles with Science Hardcover	Humor & Entertainment	Puzzles & Games	bottle	82.2457849979	vase	71.8891501427										
184732780X	Codewords (House of Puzzles) Paperback	Humor & Entertainment	Puzzles & Games	jersey	79.9522936344	clock	56.2619149685										
1847329055	Pretty Puzzles: Killer Sudoku for Discerning Solvers Paperback	Humor & Entertainment	Puzzles & Games	scoreboard	85.4346930981	digital_clock	74.31										
1847393918	Pictures of Lily Paperback	Literature & Fiction	Contemporary	umbrella	89.8366630077												
1847396267	Girl on the Run by Jane Costello Mass Market Paperback	Literature & Fiction	Contemporary	kite	64.151006937												
1847508774	Pig's Egg Paperback	Children's Books		teddy bear	71.2786138058	teddy	54.4568896294	bird	53.7825405598								
1847561152	The Twelve Days of Christmas Paperback	Literature & Fiction	Genre Fiction	slot	78.30504179												
1847673228	The Mighty Book of Boosh Hardcover	Humor & Entertainment	Television	mask	94.536113739												
1847803334	Everybody Poos Hardcover	Science & Math	Biological Sciences	bird	82.8584551811												
1848271115	Inside the Peloton: My Life as a Professional Cyclist Paperback	Sports & Outdoors	Individual Sports	jersey	96.4852035046												
1848367198	The Rough Guide to Scotland Paperback	Travel	Europe	cow	60.8554780483												
1848452985	The Scandalous Duchess			wig	90.4606878757												
184854104X	To War with Wellington: From the Peninsula to Waterloo Paperback	History	Europe	horse	94.2640542984												
1848872380	Paradoxical Undressing Hardcover	Biographies & Memoirs	Specific Groups	tray	91.7708992958	prayer_rug	84.6451580524										
1849081875	Special Operations Patrol Vehicles: Afghanistan and Iraq (New Vanguard) Paperback	History	Military	truck	84.4293892384												
1849531420	The Cat Hardcover	Arts & Photography	Photography & Video	cat	99.4393587112												
1849750971	Risotto: Delicious Recipes for Italy's Classic Rice Dish Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	bowl	59.2156052589	donut	55.0075650215										
1849753423	Real Mexican Food: Authentic Recipes for Burritos, Tacos, Salsas and More Hardcover	Cookbooks, Food & Wine	Regional & International	bowl	89.6807670593	cup	84.6766710281	orange	66.5632367134								
1849753547	Patisserie at Home: Step-by-step recipes to help you master the art of French pastry Hardcover	Cookbooks, Food & Wine	Regional & International	sports ball	86.1615478992												
1849754233	Farrow & Ball Decorating with Colour Hardcover	Crafts, Hobbies & Home	Home Improvement & Design	vase	93.1010246277	chair	88.9441490173										
1849754322	Vegetarian Tagines & Cous Cous: 60 delicious recipes for Moroccan one-pot cooking Hardcover	Cookbooks, Food & Wine	Regional & International	cake	72.9286909103	bowl	54.5181870461										
1849754373	The Curious Bartender Volume 1: The artistry and alchemy of creating the perfect cocktail Hardcover	Cookbooks, Food & Wine	Beverages & Wine	brass	99.6673941612												
1849754527	La Vie Est Belle: The Elegant Art of Living in the French Style Hardcover	Crafts, Hobbies & Home	Home Improvement & Design	bottle	78.323161602	chair	55.1847934723										
185109637X	Jamestown Colony: A Political, Social, and Cultural History 1st Edition	History	Americas	brass	91.3124382496												
1851684565	Sexual Ethics And Islam: Feminist Reflections on Qur'an, Hadith, and Jurisprudence Paperback	Law	Legal Theory & Systems	stop sign	94.0824627876												
1851686134	Russia, New Edition: A Short History Second Edition	Travel	Asia	vase	54.7333061695												
1851689451	The Prophet			prayer_rug	66.18												
1851776990	Grace Kelly Style Paperback	Arts & Photography	Graphic Design	gown	90.4817342758												
1852300191	Finding Each Other: A Practical Guide to Achieving Successful Relationships Paperback	Religion & Spirituality		umbrella	51.8804728985												
1852790040	Piggy Potions: Natural Remedies for Guinea Pigs Hardcover	Science & Math	Biological Sciences	vase	85.8185708523												
1853755699	A Well-Dressed Gentleman's Pocket Guide Hardcover	Arts & Photography	Graphic Design	bow_tie	90.03	tie	85.0763857365										
1853917486	The International School of Sugarcraft Book One (Bk.1) Paperback	Cookbooks, Food & Wine	Baking	bakery	89.7755801678	cake	77.2974491119	donut	54.0559887886								
1853918075	Contemporary Wedding Cakes Hardcover	Cookbooks, Food & Wine	Baking	vase	84.4977259636												
1853918598	Romantic Wedding Cakes (Merehurst Cake Decorating) Hardcover	Cookbooks, Food & Wine	Baking	cake	82.9396724701	bakery	65.2909457684										
1854093983	The Longest Walk: The World of Bomb Disposal Hardcover	History	Military	truck	52.9572486877												
185532301X	Khartoum 1885: General Gordon's last stand (Campaign) Paperback	History	Middle East	horse	84.3726813793												
1856356299	Good Mood Food: Simple Healthy Homecooking Paperback	Cookbooks, Food & Wine	Regional & International	broccoli	50.9543657303												
1856697223	Icons of Men's Style Paperback	Arts & Photography	Graphic Design	tie	75.1738071442												
1856697983	100 Years of Fashion Paperback	Arts & Photography	Graphic Design	gown	99.925082922												
1856698831	Vintage Menswear: A Collection from the Vintage Showroom Hardcover	Arts & Photography	Graphic Design	vase	53.5017669201												
1857444256	Masters: Boris Spassky Master of Initiative (Masters (Everyman Chess)) Paperback	Humor & Entertainment	Puzzles & Games	bow_tie	58.5538566113												
1857885813	Breakthrough Branding: How Smart Entrepreneurs and Intrapreneurs Transform a Small Idea into a Big Brand Paperback	Business & Money	Management & Leadership	zebra	99.9854922295												
1858945828	Fashion in Impressionist Paris Hardcover	Arts & Photography	Graphic Design	dog	99.709713459												
1859463754	Biomimicry in Architecture 1st Edition	New, Used & Rental Textbooks	Humanities	teddy bear	84.9111676216												
1859845533	Scum Manifesto Hardcover	Literature & Fiction	History & Criticism	Band_Aid	65.8097863197												
1860542514	Guinea Piglopaedia: A Complete Guide to Guinea Pig Care (Complete Guide To... (Ringpress Books)) Paperback	Crafts, Hobbies & Home	Pets & Animal Care	cat	82.1198880672	dog	52.4815022945										
1860745814	Charlie Watts Paperback	Biographies & Memoirs	Arts & Literature	tie	81.302434206												
1861892314	The Encyclopedia of Stupidity Paperback	Humor & Entertainment	Humor	cat	86.8388593197	horse	70.5708503723										
1862041660	Aromatherapy: An Illustrated Guide Paperback	Health, Fitness & Dieting	Alternative Medicine	orange	81.7060470581	bottle	70.1774477959	bowl	69.9385166168	vase	62.4931275845						
1862043000	Endometriosis: Healing Through Nutrition Paperback	Health, Fitness & Dieting	Diseases & Physical Ailments	orange	59.11064744	carrot	50.2931118011										
1862057729	The Savoy Cocktail Book Hardcover	Cookbooks, Food & Wine	Beverages & Wine	clock	64.9770975113												
1864489553	A Short History of Malaysia: Linking East and West (A Short History of Asia series) Paperback	History	Asia	mask	71.2953269482												
1864712589	One Way Road: The Autobiography of Three Time Tour de France Green Jersey Winner Robbie McEwen Paperback	Sports & Outdoors	Individual Sports	bow_tie	99.2213189602												
187473951X	Tomorrow, We Ride Paperback	Sports & Outdoors		bicycle	72.7648079395												
1877655376	Smoking Mirror Blues (Wordcraft Speculative Writers Series) Paperback	Science Fiction & Fantasy	Fantasy	prayer_rug	62.5												
1877689343	John Muir Trail Map-Pack: Shaded Relief Topo Maps (Tom Harrison Maps) Map	Travel	United States	book	56.1587810516												
1877853259	A Battlefield Atlas of the Civil War 3rd Edition	History	Americas	dog	52.4753808975	horse	50.3337800503										
1878348361	Reef Fish Identification - Tropical Pacific Paperback	Science & Math	Biological Sciences	scoreboard	99.8588263988												
1878424424	The Mastery of Love: A Practical Guide to the Art of Relationship: A Toltec Wisdom Book Paperback	Self-Help	Relationships	umbrella	62.5044941902												
187842453X	La Maestria del Amor: Una Guia Practica para el Arte de las Relaciones (Spanish) Paperback	Self-Help	Relationships	umbrella	53.7042796612												
1878736868	Sproutman's Kitchen Garden Cookbook: 250 flourless, Dairyless, Low Temperature, Low Fat, Low Salt, Living Food Vegetarian Recipes Paperback	Crafts, Hobbies & Home	Gardening & Landscape Design	carrot	56.4317822456	broccoli	55.4467618465										
1879164000	Black-On-Black Violence: The Psychodynamics of Black Self-Annihilation in Service of White Domination	Politics & Social Sciences	Social Sciences	book	60.0559830666												
187916406X	Blueprint for Black Power: A Moral, Political, and Economic Imperative for the Twenty-First Century 1st Edition	Politics & Social Sciences	Social Sciences	clock	54.7293007374												
1879402297	The Qur'an: A Translation Mass Market Paperback	Christian Books & Bibles	Bible Study & Reference	prayer_rug	100												
187965136X	When Your Pet Dies: A Guide to Mourning, Remembering and Healing Paperback	Self-Help	Death & Grief	dog	98.8230586052	horse	98.4777212143	bird	97.2863137722	cat	82.8805804253						
1880507013	Huevos verdes con jamón (Spanish) Library Binding	Children's Books	Literature & Fiction	stop sign	53.6913692951												
1880507056	¡Oh, cúan lejos llegarás! (Spanish) Library Binding	Children's Books	Literature & Fiction	tray	78.4697294235												
188050720X	¡Corre, perro, corre! (Spanish) Paperback	Children's Books	Literature & Fiction	stop sign	93.5444533825												
1880507730	¡ Cómo el Grinch robó la Navidad ! (Spanish Edition) (Spanish) Hardcover	Children's Books	Literature & Fiction	bird	55.2989065647												
1880599813	A Clean Sky: The Global Warming Story Paperback	Children's Books	Growing Up & Facts of Life	vase	54.738920927												
1880685256	The Psychology of Poker Paperback	Humor & Entertainment	Puzzles & Games	book	68.0667877197												
1880685280	Tournament Poker for Advanced Players (Advance Player) Paperback	Humor & Entertainment	Puzzles & Games	scissors	62.0518445969												
1880685353	Harrington on Hold 'em Expert Strategy for No Limit Tournaments, Vol. 2: Endgame Paperback	Humor & Entertainment	Puzzles & Games	stop sign	67.1436369419												
188068537X	No Limit Hold 'em: Theory and Practice Paperback	Humor & Entertainment	Puzzles & Games	clock	93.5937464237												
1880685388	Winning in Tough Hold 'em Games: Short-Handed and High-Stakes Concepts and Theory for Limit Hold 'em Paperback	Humor & Entertainment	Puzzles & Games	clock	71.2423026562												
1880685558	Applications of No-Limit Hold em Paperback	Humor & Entertainment	Puzzles & Games	mask	93.8410282135												
1880685566	Harrington on Modern Tournament Poker Perfect Paperback	Humor & Entertainment	Puzzles & Games	horse	91.0261750221	Band_Aid	74.0245342255										
1880823233	Dear Cara : Letters From Otto Frank; Anne's Father Shares His Wisdom Paperback	Biographies & Memoirs	Historical	tie	58.8990926743												
1880892189	Student Activity Book: The Yellow Book (Learning Language Arts Through Literature)			bird	79.1684389114	cat	65.8314287663										
1880892219	Tan Student Activity Book: Learning Language Arts through Literature, Grade 6			bird	86.3613069057												
1880892820	Learning Language Arts Through Literature: The Red Book			horse	93.3861374855	truck	84.7615897655	umbrella	83.9954733849								
1880892839	Learning language arts through literature: The yellow book			bird	97.581154108	cat	96.4660644531										
1880892855	Learning Language Arts Through Literature: The Purple Book (5th Grade)			bird	51.7022192478												
1880892863	Learning Language Arts Through Literature: The Tan Book			bird	70.6875622272												
188089288X	Learning Language Arts Through Literature: The Gray Teacher Book (8th-9th Grades)			dog	95.716792345												
1880913631	Circle of Stones: Woman's Journey to Herself Paperback	Health, Fitness & Dieting	Psychology & Counseling	donut	57.7902972698												
1881273792	The Five Languages of Apology: How to Experience Healing in all Your Relationships Paperback	Self-Help	Relationships	stop sign	62.4970257282												
1881451682	Weight Loss: Brain Wave Subliminal (Brain Sync Subliminal Series) Audio CD	Health, Fitness & Dieting	Diets & Weight Loss	mask	52.5133788586												
1882513312	King Arthur and His Knights Audio CD	Literature & Fiction	History & Criticism	horse	75.5443036556												
1882513355	Sherlock Holmes for Children	Children's Music	Stories	horse	86.3822698593												
1882606582	Good Health Low-Fat Low-Sodium Clay Pot Cookbook	Cookbooks, Food & Wine	Special Diet	orange	92.0225381851	bottle	82.6838254929	bowl	72.8181958199	cup	67.1378970146						
1882770706	Corn Snakes: The Comprehensive Owner's Guide (The Herpetocultural Library) Paperback	Crafts, Hobbies & Home	Pets & Animal Care	dining table	57.088726759												
1882926536	A Student's Guide to Liberal Learning (Isi Guides to the Major Disciplines) 58894th Edition	Education & Teaching	Schools & Teaching	digital_clock	99.1590321064	cinema	51.8339753151										
1882929209	Handwriting Analysis 101 Paperback	Self-Help	Handwriting Analysis	street_sign	54.2860209942												
1883052939	New York City History for Kids: From New Amsterdam to the Big Apple with 21 Activities (For Kids series) Paperback	Children's Books	History	bird	71.5350389481												
1883206421	The Lost Art of Pie Making Made Easy Paperback	Cookbooks, Food & Wine	Baking	bowl	54.5268297195												
1883319692	Medical Aromatherapy: Healing with Essential Oils Paperback	Health, Fitness & Dieting	Alternative Medicine	bed	64.3802165985												
1883402999	The Seventh Enemy (A Brady Coyne Mystery) Hardcover	Mystery, Thriller & Suspense	Thrillers & Suspense	kite	57.5360536575												
188367266X	Who's in a Family? Paperback	Children's Books	Growing Up & Facts of Life	teddy bear	61.8910908699												
1883937019	The Story of Rolf and the Viking Bow (Living History Library) Paperback	Children's Books	Growing Up & Facts of Life	bird	98.053586483												
1883937175	Madeleine Takes Command (Living History Library) Paperback	Children's Books	History	dog	85.2624833584												
1883937302	Son of Charlemagne (Living History Library) Paperback	Children's Books	History	bird	60.6503367424	kite	59.7218632698	horse	53.3485174179								
1883937345	More Once Upon a Time Saints Paperback	Christian Books & Bibles	Catholicism	prayer_rug	68.2734787464												
1883937434	The Ides of April (Ray, Mary, Roman Empire Sequence.) Paperback	Teen & Young Adult	Mysteries & Thrillers	cup	63.3071243763												
1883937485	The Hidden Treasure of Glaston (Living History Library) Paperback	Teen & Young Adult	Literature & Fiction	stop sign	68.33319664												
1884015549	Deming The Way We Knew Him (St Lucie) 1st Edition	Business & Money	Management & Leadership	tie	96.7100441456												
1884313418	The Essential Guide to Motorcycle Maintenance: Tips & Techniques to Keep Your Motorcycle in Top Condition Paperback	Engineering & Transportation	Automotive	motorcycle	77.9123902321	bowl	67.4204409122										
